Name,Ticker,"Sub-Sector","Market Cap","Percentage Buy Reco’s","Percentage Upside","No. of analysts with buy reco","Percentage Sell Reco's","Percentage Hold Reco's","Total no. of analysts"
Kaira Can Co Ltd,KAIRA,"Packaging","126.44287695999999","0",,"0","0","0",
Prodocs Solutions Ltd,PRODOCS,"IT Services & Consulting","126.195",,,,,,
BSL Ltd,BSL,"Textiles","126.08935016800001","0",,"0","0","0",
Accord Transformer & Switchgear Ltd,ACCORDTS,"Electrical Components & Equipments","125.80566223499999",,,,,,
Kandarp Digi Smart Bpo Ltd,KANDARP,"Outsourced services","125.622","0",,"0","0","0",
Accretion Pharmaceuticals Ltd,ACCPL,"Pharmaceuticals","125.6108","0",,"0","0","0",
Addictive Learning Technology Ltd,ADDICTIVE,"Education Services","125.5586106","0",,"0","0","0",
MRC Agrotech Ltd,MRCAGRO,"Commodities Trading","125.528919849","0",,"0","0","0",
Swastika Investmart Ltd,SWASTIKA,"Diversified Financials","125.41464","0",,"0","0","0",
International Combustion (India) Ltd,INTLCOMBQ,"Industrial Machinery","125.40583034000001","0",,"0","0","0",
Spectrum Talent Management Ltd,SPECTSTM,"Employment Services","125.39551128","0",,"0","0","0",
Moxsh Overseas Educon Ltd,MOXSH,"Academic & Educational Services","124.74336","0",,"0","0","0",
Vistar Amar Ltd,VISTARAMAR,"Agro Products","124.416","0",,"0","0","0",
Pervasive Commodities Ltd,PERVASIVE,"Electrical Components & Equipments","124.3314036","0",,"0","0","0",
Airo Lam Ltd,AIROLAM,"Building Products - Laminates","124.306572","0",,"0","0","0",
Patdiam Jewellery Ltd,PJL,"Precious Metals, Jewellery & Watches","124.28643","0",,"0","0","0",
Innomet Advanced Materials Ltd,INNOMET,"Metals - Diversified","124.2291648","0",,"0","0","0",
Indian Sucrose Ltd,INDSUCR,"Sugar","124.10439854200001","0",,"0","0","0",
Taylormade Renewables Ltd,TRL,"Renewable Energy Equipment & Services","123.6673368","0",,"0","0","0",
Ace men engg works Ltd,ACEMEN,"Diversified Financials","123.359304","0",,"0","0","0",
K I C Metaliks Ltd,KAJARIR,"Iron & Steel","123.242112","0",,"0","0","0",
Ganges Securities Ltd,GANGESSECU,"Diversified Financials","123.155390657","0",,"0","0","0",
M P K Steels (1) Ltd,MPKSTEELS,"Iron & Steel","123.13868700999998",,,,,,
Sotac Pharmaceuticals Ltd,SOTAC,"Pharmaceuticals","122.9865","0",,"0","0","0",
Dhoot Industrial Finance Ltd,DHOOTIN,"Commodities Trading","122.44284","0",,"0","0","0",
Lorenzini Apparels Ltd,LAL,"Apparel & Accessories","122.124741557","0",,"0","0","0",
Norben Tea and Exports Ltd,NORBTEAEXP,"Tea & Coffee","121.8191117","0",,"0","0","0",
TCI Industries Ltd,TCIIND,"Commodities Trading","121.707990565","0",,"0","0","0",
SBI Nifty 1D Rate Liquid ETF - IDCW,LIQUIDSBI,"Debt","121.5826","0",,"0","0","0",
Anik Industries Ltd,ANIKINDS,"Commodities Trading","121.365994278","0",,"0","0","0",
Supra Pacific Financial Services Ltd,SUPRAPFSL,"Specialized Finance","121.179895956","0",,"0","0","0",
Party Cruisers Ltd,PARTYCRUS,"Hotels, Resorts & Cruise Lines","121.0981213","0",,"0","0","0",
Sellwin Traders Ltd,SELLWIN,"Commodities Trading","121.03570866400001","0",,"0","0","0",
B & A Ltd,BNALTD,"Agro Products","120.9","0",,"0","0","0",
Kemp and Company Ltd,KEMP,"Retail - Speciality","120.858177","0",,"0","0","0",
Thrive Future Habitats Ltd,THRIVE,"FMCG - Personal Products","120.723331365","0",,"0","0","0",
Indian Card Clothing Company Ltd,INDIANCARD,"Industrial Machinery","120.67602944000001","0",,"0","0","0",
Valencia Nutrition Ltd,VALENCIA,"Alcoholic Beverages","120.612387","0",,"0","0","0",
LIC MF Nifty 8-13 yr G-Sec ETF,LICNETFGSC,"Debt","120.56832286800001","0",,"0","0","0",
Auto Pins (India) Ltd,AUTOPINS,"Iron & Steel","120.4190082","0",,"0","0","0",
Western India Plywoods Ltd,WIPL,"Wood Products","120.37594322000001","0",,"0","0","0",
AAA Technologies Ltd,AAATECH,"IT Services & Consulting","120.1999428","0",,"0","0","0",
Rts Power Corporation Ltd,RTSPOWR,"Heavy Electrical Equipments","120.199035","0",,"0","0","0",
Udayshivakumar Infra Ltd,USK,"Construction & Engineering","120.01428385599999","0",,"0","0","0",
Rajshree Polypack Ltd,RPPL,"Plastic Products","119.681328","0",,"0","0","0",
Urban Enviro Waste Management Ltd,URBAN,"Water Management","119.4647","0",,"0","0","0",
V R Infraspace Ltd,VR,"Real Estate","119.436","0",,"0","0","0",
Optimus Finance Ltd,OPTIFIN,"Specialized Finance","119.407354","0",,"0","0","0",
LA Tim Metal & Industries Ltd,LATIMMETAL,"Real Estate","119.35677645","0",,"0","0","0",
Steel City Securities Ltd,STEELCITY,"Investment Banking & Brokerage","119.24030083499999","0",,"0","0","0",
Forge Auto International Ltd,FORGEAUTO,"Auto Parts","119.028","0",,"0","0","0",
Vishwaraj Sugar Industries Ltd,VISHWARAJ,"Sugar","118.9339242","0",,"0","0","0",
Krebs Biochemicals and Industries Ltd,KREBSBIO,"Pharmaceuticals","118.928192376","0",,"0","0","0",
Sampre Nutritions Ltd,SAMPRE,"FMCG - Foods","118.666132337","0",,"0","0","0",
Scoobee Day Garments (India) Ltd,SCOOBEEDAY,"Apparel & Accessories","118.60939628","0",,"0","0","0",
Puretrop Fruits Ltd,PURETROP,"Agro Products","118.57450852000001","0",,"0","0","0",
Jocil Ltd,JOCIL,"Commodity Chemicals","118.57223365","0",,"0","0","0",
Iconik Sports and Events Ltd,ICONIKSPEV,"IT Services & Consulting","118.311632","0",,"0","0","0",
Maitreya Medicare Ltd,MAITREYA,"Hospitals & Diagnostic Centres","118.2412","0",,"0","0","0",
BCPL Railway Infrastructure Ltd,BCPL,"Construction & Engineering","117.968542452","0",,"0","0","0",
JSL Industries Ltd,JSLINDL,"Electrical Components & Equipments","117.92090994000002","0",,"0","0","0",
Saptarishi Agro Industries Ltd,SPTRSHI,"Agro Products","117.920397572","0",,"0","0","0",
Canarys Automations Ltd,CANARYS,"IT Services & Consulting","117.783510465","0",,"0","0","0",
Hindcon Chemicals Ltd,HINDCON,"Commodity Chemicals","117.7384375","0",,"0","0","0",
Mukta Arts Ltd,MUKTAARTS,"Movies & TV Serials","117.44304","0",,"0","0","0",
Bihar Sponge Iron Ltd,BIHSPONG,"Iron & Steel","117.176818497","0",,"0","0","0",
Hindustan Tin Works Ltd,HINDTIN,"Packaging","116.99643375","0",,"0","0","0",
Caprihans India Ltd,CAPRIHANS,"Commodity Chemicals","116.61757948800002","0",,"0","0","0",
Hindustan Hardy Ltd,HINDHARD,"Auto Parts","116.36213475","0",,"0","0","0",
Ravelcare Ltd,RAVEL,"FMCG - Personal Products","116.26005",,,,,,
Maruti Infrastructure Ltd,MAINFRA,"Construction & Engineering","115.96875","0",,"0","0","0",
Bodhi Tree Multimedia Ltd,BTML,"Movies & TV Serials","115.923181726","0",,"0","0","0",
GTL Ltd,GTL,"Telecom Infrastructure","115.61313403499999","0",,"0","0","0",
Assam Entrade Ltd,ASSAMENT,"Specialized Finance","115.1832","0",,"0","0","0",
Gravity (India) Ltd,GRAVITY,"Textiles","115.1529444","0",,"0","0","0",
Ashnisha Industries Ltd,ASHNI,"Iron & Steel","115.06425","0",,"0","0","0",
WOL 3D India Ltd,WOL3D,"Electronic Equipments","114.87786","0",,"0","0","0",
Rama Telecom Ltd,RTL,"Communication & Networking","114.8343363",,,,,,
DCG Cables & Wires Ltd,DCG,"Electrical Components & Equipments","114.705472","0",,"0","0","0",
Noida Toll Bridge Company Ltd,NOIDATOLL,"Roads","114.50992622999999","0",,"0","0","0",
Anand Rayons Ltd,ARL,"Textiles","114.177055832","0",,"0","0","0",
Striders Impex Ltd,STRIDERS,"Business Support Services","114.1214744",,,,,,
Basant Agro Tech (India) Ltd,BASANTGL,"Commodity Chemicals","113.9187675","0",,"0","0","0",
Novelix Pharmaceuticals Ltd,NOVELIX,"Pharmaceuticals","113.859",,,"0","0","0",
Glittek Granites Ltd,GLITTEKG,"Building Products - Granite","113.7281314",,,"0","0","0","0"
OBCL Ltd,OBCL,"Logistics","113.61515530999999","0",,"0","0","0",
Mehai Technology Ltd,MEHAI,"Electrical Components & Equipments","113.57711","0",,"0","0","0",
Rishi Laser Ltd,RISHILASE,"Industrial Machinery & Supplies & Components","113.52861","0",,"0","0","0",
Value 360 Communications Ltd,VALUE360,"Advertising","113.51500644000001",,,,,,
Sanmit Infra Ltd,SANINFRA,"Real Estate","113.449385","0",,"0","0","0",
Escorp Asset Management Ltd,ESCORP,"Asset Management","113.3898402","0",,"0","0","0",
Dachepalli Publishers Ltd,DACHEPALLI,"Education Services","113.158656",,,,,,
Matrix Geo Solutions Ltd,MGSL,"Specialized Finance","112.86337968",,,,,,
Regency Ceramics Ltd,REGENCERAM,"Building Products - Ceramics","112.64115636","0",,"0","0","0",
GVP Infotech Ltd,GVPTECH,"IT Services & Consulting","112.53735877999999","0",,"0","0","0",
Rajshree Sugars & Chemicals Ltd,RAJSREESUG,"Sugar","112.49538237","0",,"0","0","0",
Thacker and Company Ltd,THACKER,"Real Estate","112.410320055","0",,"0","0","0",
RICHA INFO SYSTEMS LIMITED,RICHA,"Academic & Educational Services","112.110299805","0",,"0","0","0",
TBI Corn Ltd,TBI,"Agro Products","112.03735885","0",,"0","0","0",
Titan Securities Ltd,TITANSEC,"Specialized Finance","111.7473654","0",,"0","0","0",
Samkrg Pistons and Rings Ltd,SAMKRG,"Auto Parts","111.659085","0",,"0","0","0",
Indsil Hydro Power and Manganese Ltd,INDSILHYD,"Metals - Iron","111.414608098","0",,"0","0","0",
Sharvaya Metals Ltd,SHARVAYA,"Metals - Aluminium","111.333",,,,,,
Aditya Birla Sun Life Nifty Bank ETF,ABSLBANETF,"Equity","111.25312222999999","0",,"0","0","0",
Modern Dairies Ltd,MODAIRY,"FMCG - Foods","111.12165651","0",,"0","0","0",
Narmadesh Brass Industries Ltd,NARMADESH,"Metals - Diversified","111.117168",,,,,,
Purple Wave Infocom Ltd,PURPLEWAVE,"Electronic Equipments","110.952",,,,,,
K&R Rail Engineering Ltd,KRRAIL,"Construction & Engineering","110.832509612","0",,"0","0","0",
Globe Enterprises (India) Ltd,GLOBE,"Apparel & Accessories","110.803021848","0",,"0","0","0",
Thakkers Developers Ltd,THAKDEV,"Real Estate","110.7","0",,"0","0","0",
HDFC Nifty Banking ETF,HDFCNIFBAN,"Equity","110.68248543","0",,"0","0","0",
Garnet Construction Ltd,GARNET,"Real Estate","110.6337076","0",,"0","0","0",
Calcom Vision Ltd,CALCOM,"Electrical Components & Equipments","110.470271751","0",,"0","0","0",
Garnet International Ltd,GARNETINT,"Textiles","110.407605","0",,"0","0","0",
Zenith Exports Ltd,ZENITHEXPO,"Textiles","110.40187875","0",,"0","0","0",
Surya Lakshmi Cotton Mills Ltd,SURYALAXMI,"Textiles","110.36824700999999","0",,"0","0","0",
Hilton Metal Forging Ltd,HILTON,"Industrial Machinery","110.344285344","0",,"0","0","0",
delaPlex Ltd,DELAPLEX,"IT Services & Consulting","110.231","0",,"0","0","0",
United Heat Transfer Ltd,UHTL,"Heavy Electrical Equipments","110.2232","0",,"0","0","0",
Srinibas Pradhan Constructions Ltd,SPCON,"Roads","110.21117794000001",,,,,,
Super Iron Foundry Ltd,SUPERIRON,"Dredging","110.18419983","0",,"0","0","0",
Shri Krishna Devcon Ltd,SHRIKRISH,"Real Estate","110.096","0",,"0","0","0",
Prima Plastics Ltd,PRIMAPLA,"Housewares","110.05970235","0",,"0","0","0",
Aspira Pathlab & Diagnostics Ltd,ASPIRA,"Hospitals & Diagnostic Centres","109.857189","0",,"0","0","0",
Pattech Fitwell Tube Components Ltd,PATTECH,"Construction & Engineering","109.806130095","0",,"0","0","0",
ShreeOswal Seeds and Chemicals Ltd,OSWALSEEDS,"Seeds","109.764","0",,"0","0","0",
Ambar Protein Industries Ltd,AMBARPIL,"Agro Products","109.25","0",,"0","0","0",
Reliance Home Finance Ltd,RHFL,"Home Financing","109.13823405","0",,"0","0","0",
Moksh Ornaments Ltd,MOKSH,"Precious Metals, Jewellery & Watches","108.987474245","0",,"0","0","0",
Maiden Forgings Ltd,MAIDEN,"Metals - Diversified","108.86392","0",,"0","0","0",
Indian Infotech and Software Ltd,INDINFO,"Consumer Finance","108.83681523","0",,"0","0","0",
Modern Diagnostic & Research Centre Ltd,MDRC,"Hospitals & Diagnostic Centres","108.789736",,,,,,
Greenhitech Ventures Ltd,GVL,"Oil & Gas - Storage & Transportation","108.71991369000001","0",,"0","0","0",
Bhilwara Spinners Ltd,BHILSPIN,"Textiles","108.64356","0",,"0","0","0",
Loyal Textile Mills Ltd,LOYALTEX,"Textiles","108.41819946","0",,"0","0","0",
Milgrey Finance and Investments Ltd,ZMILGFIN,"Investment Banking & Brokerage","108.2663225","0",,"0","0","0",
Rajnandini Metal Ltd,RAJMET,"Metals - Diversified","108.10368","0",,"0","0","0",
Oval Projects Engineering Ltd,OVAL,"Oil & Gas - Equipment & Services","108.0001936",,,,,,
Addi Industries Ltd,ADDIND,"Textiles","107.96574","0",,"0","0","0",
Jasch Industries Ltd,JASCH,"Textiles","107.88426","0",,"0","0","0",
Amarjothi Spinning Mills Ltd,AMARJOTHI,"Textiles","107.73","0",,"0","0","0",
Shilp Gravures Ltd,SHILGRAVQ,"Industrial Machinery","107.560002","0",,"0","0","0",
Ambani Orgochem Ltd,AMBANIORGO,"Diversified Chemicals","107.52757236","0",,"0","0","0",
Nagarjuna Agri Tech Ltd,NAGTECH,"Agro Products","107.4461956","0",,"0","0","0",
Diensten Tech Ltd,DTL,"IT Services & Consulting","107.388398","0",,"0","0","0",
CG VAK Software and Exports Ltd,CGVAK,"Software Services","106.761228","0",,"0","0","0",
Mehul Telecom Ltd,MTL,"Retail - Speciality","106.60632",,,,,,
Rungta Irrigation Ltd,RUNGTAIR,"Building Products - Pipes","106.58153905","0",,"0","0","0",
Raj Television Network Ltd,RAJTV,"TV Channels & Broadcasters","106.57809523200001","0",,"0","0","0",
Bhandari Hosiery Exports Ltd,BHANDARI,"Apparel & Accessories","106.54605856","0",,"0","0","0",
Dhampure Speciality Sugars Ltd,DHAMPURE,"Agro Products","106.389672","0",,"0","0","0",
Cressanda Railway Solutions Ltd,CRSL,"IT Services & Consulting","106.209321206","0",,"0","0","0",
Shantidoot Infra Services Ltd,SISL,"Construction & Engineering","106.082","0",,"0","0","0",
Lovable Lingerie Ltd,LOVABLE,"Apparel & Accessories","106.0716","0",,"0","0","0",
Arunjyoti Bio Ventures Ltd,ABVL,"Commodities Trading","105.864408","0",,"0","0","0",
Galaxy Agrico Exports Ltd,GALAGEX,"Industrial Machinery","105.76887111","0",,"0","0","0",
Shyam Century Ferrous Ltd,SHYAMCENT,"Iron & Steel","105.66214902","0",,"0","0","0",
Shree Osfm E-Mobility Ltd,SHREEOSFM,"Tour & Travel Services","105.51329","0",,"0","0","0",
Gayatri BioOrganics Ltd,GAYATRIBI,"Specialty Chemicals","105.497322138","0",,"0","0","0",
Emkay Taps and Cutting Tools Ltd,EMKAYTOOLS,"Industrial Machinery","105.4858005","0",,"0","0","0",
Compucom Software Ltd,COMPUSOFT,"Education Services","105.23650004","0",,"0","0","0",
Lambodhara Textiles Ltd,LAMBODHARA,"Textiles","105.1458432","0",,"0","0","0",
Art Nirman Ltd,ARTNIRMAN,"Real Estate","105.014848","0",,"0","0","0",
Upsurge Seeds Of Agriculture Ltd,USASEEDS,"Seeds","104.8884512","0",,"0","0","0",
Telge Projects Ltd,TELGE,"Business Support Services","104.7545836",,,,,,
Sylvan Plyboard (India) Ltd,SYLVANPLY,"Wood Products","104.624082","0",,"0","0","0",
RSD Finance Ltd,RSDFIN,"Specialized Finance","104.52987952000001","0",,"0","0","0",
Par Drugs and Chemicals Ltd,PAR,"Pharmaceuticals","104.515578184","0",,"0","0","0",
Semac Construction Ltd,SEMAC,"Construction & Engineering","104.429818","0",,"0","0","0",
Aban Offshore Ltd,ABAN,"Oil & Gas - Equipment & Services","104.415562847","0",,"0","0","0",
Makers Laboratories Ltd,MAKERSL,"Pharmaceuticals","104.11213452","0",,"0","0","0",
AG Ventures Ltd,AGVENTURES,"Asset Management","104.04680818","0","26.740278444551123","0","0","0","0"
James Warren Tea Ltd,JAMESWARREN,"Agro Products","104.007","0",,"0","0","0",
DB (International) Stock Brokers Ltd,DBSTOCKBRO,"Investment Banking & Brokerage","103.74","0",,"0","0","0",
Ducon Infratechnologies Ltd,DUCON,"IT Services & Consulting","103.651262253","0",,"0","0","0",
Pharmaids Pharmaceuticals Ltd,PHARMAID,"Pharmaceuticals","103.51102822","0",,"0","0","0",
Silverline Technologies Ltd,SILVERLINE,"IT Services & Consulting","103.068069568","0",,"0","0","0",
Sarthak Metals Ltd,SMLT,"Electrical Components & Equipments","102.82371225","0",,"0","0","0",
ITL Industries Ltd,ITL,"Industrial Machinery","102.8099655","0",,"0","0","0",
Tahmar Enterprises Ltd,TAHMARENT,"Alcoholic Beverages","102.664951","0",,"0","0","0",
Newtime Infrastructure Ltd,NEWINFRA,"Real Estate","102.54865511","0",,"0","0","0",
Aksh Optifibre Ltd,AKSHOPTFBR,"Communication & Networking","102.337023759","0",,"0","0","0",
Mega Nirman & Industries Ltd,MNIL,"Cement","102.333525","0",,"0","0","0",
KVS Castings Ltd,KVSCASTING,"Auto Parts","102.2056158",,,,,,
Munoth Capital Market Ltd,MUNCAPM,"Asset Management","102.2009","0",,"0","0","0",
B.A.G. Films and Media Ltd,BAGFILMS,"Movies & TV Serials","102.19730028","0",,"0","0","0",
Nexome Capital Markets Ltd,NEXOME,"Investment Banking & Brokerage","102.0623985","0",,"0","0","0",
Mayank Cattle Food Ltd,MCFL,"FMCG - Foods","102.06","0",,"0","0","0",
Clara Industries Ltd,CLARA,"Packaging","101.92142888","0",,"0","0","0",
Athena Global Technologies Ltd,ATHENAGLO,"IT Services & Consulting","101.892458488","0",,"0","0","0",
Parvati Sweetners and Power Ltd,PARVATI,"Sugar","101.865227011","0",,"0","0","0",
Kaytex Fabrics Ltd,KAYTEX,"Textiles","101.571472",,,,,,
Yajur Fibres Ltd,YAJUR,"Textiles","101.39244231",,,,,,
Standard Industries Ltd,SIL,"Textiles","101.38241101599999","0",,"0","0","0",
Sancode Technologies Ltd,SANCODE,"Software Services","101.3147883","0",,"0","0","0",
Grob Tea Co Ltd,GROBTEA,"Tea & Coffee","101.2970595","0",,"0","0","0",
Bajaj Finserv Nifty Bank ETF,BANKBETF,"Equity","101.06620524","0",,"0","0","0",
Inventure Growth & Securities Ltd,INVENTURE,"Investment Banking & Brokerage","100.8","0",,"0","0","0",
Rapicut Carbides Ltd,RAPICUT,"Industrial Machinery","100.6571313","0",,"0","0","0",
Kabra Jewels Ltd,KKJEWELS,"Precious Metals, Jewellery & Watches","100.656","0",,"0","0","0",
Womancart Ltd,WOMANCART,"Retail - Online","100.51881","0",,"0","0","0",
Fortis Malar Hospitals Ltd,FORTISMLR,"Hospitals & Diagnostic Centres","100.512053517","0",,"0","0","0",
Alstone Textiles (India) Ltd,ALSTONE,"Textiles","100.3968","0",,"0","0","0",
Surat Trade and Mercantile Ltd,SURATRAML,"Commodities Trading","100.37312688","0",,"0","0","0",
Holmarc Opto-Mechatronics Ltd,HOLMARC,"Industrial Machinery","100.24875","0",,"0","0","0",
On Door Concepts Ltd,ONDOOR,"Retail - Online","100.23461994","0",,"0","0","0",
Mobilise App Lab Ltd,MOBILISE,"Software Services","100.06624",,,,,,
MRP Agro Ltd,MRP,"Agro Products","100.04107962","0",,"0","0","0",
Samrat Forgings Ltd,SAMRATFORG,"Metals - Diversified","100","0",,"0","0","0",
Gautam Exim Ltd,GEL,"Paper Products","99.76278","0",,"0","0","0",
Chetana Education Ltd,CHETANA,"Education Services","99.756","0",,"0","0","0",
Sattva Engineering Construction Ltd,SATTVAENGG,"Water Management","99.5711112",,,,,,
Akar Auto Industries Ltd,AAIL,"Auto Parts","99.29284403999999","0",,"0","0","0",
Texel Industries Ltd,TEXELIN,"Agricultural & Farm Machinery","98.92094706","0",,"0","0","0",
Tomorrow Technologies Global Innovations Ltd,TTGIL,"Investment Banking & Brokerage","98.73187","0",,"0","0","0",
Asit C Mehta Financial Services Ltd,ASITCFIN,"Diversified Financials","98.70476364","0",,"0","0","0",
Curis Lifesciences Ltd,CURIS,"Pharmaceuticals","98.6300948",,,,,,
Sal Automotive Ltd,SALAUTO,"Auto Parts","98.61793569","0",,"0","0","0",
Nath Industries Ltd,NATHIND,"Paper Products","98.61","0",,"0","0","0",
Drone Destination Ltd,DRONE,"Education Services","98.332","0",,"0","0","0",
KG Petrochem Ltd,KGPETRO,"Textiles","98.1548","0",,"0","0","0",
ICICI Prudential BSE 500 ETF,BSE500IETF,"Equity","98.03162408","0",,"0","0","0",
Bhudevi Infra Projects Ltd,BHUDEVI,"Real Estate","97.91139272999999","0",,"0","0","0",
Ai Champdany Industries Ltd,AICHAMP,"Textiles","97.889444073","0",,"0","0","0",
Sel Manufacturing Company Ltd,SELMC,"Textiles","97.747365","0",,"0","0","0",
Srivari Spices and Foods Ltd,SSFL,"FMCG - Foods","97.616856","0",,"0","0","0",
Beardsell Ltd,BEARDSELL,"Building Products - Prefab Structures","97.567138","0",,"0","0","0",
Palash Securities Ltd,PALASHSECU,"Diversified Financials","97.33018246","0",,"0","0","0",
Sellowrap Industries Ltd,SELLOWRAP,"Packaging","97.3090776",,,,,,
Pacific Industries Ltd,PACIFICI,"Mining - Diversified","97.186365","0",,"0","0","0",
Denis Chem Lab Ltd,DENISCHEM,"Pharmaceuticals","97.136676","0",,"0","0","0",
Indus Finance Ltd,INDUSFINL,"Consumer Finance","97.0732755","0",,"0","0","0",
HDFC Silver ETF,HDFCSILVER,"Silver","96.9967999","0",,"0","0","0",
Deepak Chemtex Ltd,DEEPAKCHEM,"Specialty Chemicals","96.6896","0",,"0","0","0",
Mirae Asset Nifty Financial Services ETF,BFSI,"Equity","96.61311598500001","0",,"0","0","0",
Invicta Diagnostic Ltd,INVICTA,"Hospitals & Diagnostic Centres","96.55275264",,,,,,
Archit Organosys Ltd,ARCHITORG,"Commodity Chemicals","96.467918823","0",,"0","0","0",
Sadbhav Infrastructure Projects Ltd,SADBHIN,"Roads","96.157483968","0",,"0","0","0",
